project,area_bucket,district,market_segment,tenure,property_type,bedrooms_mode,median_buy_ttm,median_rent_ttm,gross_yield_ttm,payback_years_ttm,buy_count_ttm,rent_count_ttm,latest_buy_date,latest_rent_date
RV SUITES,40-50,10,,,,1,,3500.0,,,0,19,,2026-05-01
FERRARIA PARK CONDOMINIUM,60-70,17,OCR,Freehold,Condominium,1,850000.0,2800.0,3.9529,25.298,2,3,2026-01-01,2026-04-01
VILLAGE @ PASIR PANJANG,110-120,5,RCR,Freehold,Condominium,3,2088000.0,5200.0,2.9885,33.462,1,1,2026-04-01,2026-05-01
REGENT HEIGHTS,90-100,23,OCR,99 yrs lease commencing from 1995,Condominium,2,1050000.0,3600.0,4.1143,24.306,14,35,2026-06-01,2026-05-01
CUBIK,180-190,15,OCR,Freehold,Apartment,,,,,,0,0,2025-06-01,
GRANDVIEW SUITES,80-90,14,,,,,,,,,0,0,,2025-06-01
ORCHARD BEL AIR,300-350,10,CCR,99 yrs lease commencing from 1980,Condominium,,4850000.0,,,,2,0,2026-05-01,
FLORAVILLE,70-80,28,OCR,Freehold,Apartment,3,,3250.0,,,0,2,2025-06-01,2026-05-01
PARC LIFE,80-90,27,OCR,99 yrs lease commencing from 2014,Executive Condominium,3,1290000.0,4100.0,3.814,26.22,3,3,2026-06-01,2026-04-01
LUMA,60-70,9,CCR,Freehold,Apartment,1,1565000.0,4350.0,3.3355,29.981,2,15,2026-06-01,2026-04-01
VILLA MARTIA,110-120,15,,,,3,,5000.0,,,0,7,,2026-04-01
JUI RESIDENCES,40-50,12,RCR,Freehold,Apartment,1,908888.0,3000.0,3.9609,25.247,1,5,2026-05-01,2026-04-01
D' DALVEY,190-200,10,,,,3,,6350.0,,,0,1,,2025-08-01
D' DALVEY,150-160,10,,,,,,,,,0,0,,2025-01-01
ST PATRICK'S RESIDENCES,>300,15,,,,4,,8000.0,,,0,2,,2026-04-01
GOLD PALM MANSIONS,100-110,15,,,,3,,4300.0,,,0,10,,2026-05-01
EWE BOON REGENT,90-100,10,,,,3,,4500.0,,,0,3,,2026-01-01
8 FARRER SUITES,50-60,8,,,,2,,3800.0,,,0,5,,2026-01-01
THE LUXE,50-60,9,,,,1,,5200.0,,,0,1,,2025-10-01
THE WHARF RESIDENCE,>300,9,,,,4,,18800.0,,,0,1,,2025-09-01
CASPIAN,130-140,22,OCR,99 yrs lease commencing from 2008,Condominium,3,2201500.0,5150.0,2.8072,35.623,4,2,2026-06-01,2025-12-01
DE CENTURION,70-80,15,,,,,,,,,0,0,,2025-07-01
ST THOMAS SUITES,700-750,9,CCR,Freehold,Condominium,,,,,,0,0,2025-03-01,
CHANGI GREEN,90-100,16,OCR,Freehold,Condominium,2,1292000.0,3400.0,3.1579,31.667,4,23,2026-05-01,2026-05-01
THE GERANIUM,70-80,15,,,,2,,3688.0,,,0,1,,2025-08-01
TAIPAN REGENCY,300-350,15,RCR,Freehold,Apartment,,,,,,0,0,2025-06-01,
3 ORCHARD BY-THE-PARK,170-180,10,,,,3,,13000.0,,,0,1,,2025-12-01
SUITES@ KATONG,70-80,15,,,,1,,3275.0,,,0,4,,2026-03-01
FORTUNE PARK,80-90,19,,,,3,,3850.0,,,0,2,,2026-04-01
MARINA ONE RESIDENCES,>300,1,,,,,,,,,0,0,,2025-03-01
STEVENS SUITES,60-70,10,CCR,Freehold,Apartment,1,1340000.0,3850.0,3.4478,29.004,1,1,2025-11-01,2026-02-01
THE NEXUS,110-120,21,RCR,Freehold,Condominium,3,2980000.0,5650.0,2.2752,43.953,1,6,2026-04-01,2026-05-01
EASTPAC BUILDING,180-190,12,RCR,Freehold,Apartment,,,,,,0,0,2025-07-01,
MULBERRY TREE,110-120,11,,,,,,,,,0,0,,2025-07-01
LAKE LIFE,100-110,22,OCR,99 yrs lease commencing from 2013,Executive Condominium,3,1655000.0,4800.0,3.4804,28.733,5,5,2026-02-01,2025-12-01
EWART PARK,160-170,10,,,,NA,,9000.0,,,0,1,,2025-12-01
KINGSGROVE,150-160,20,OCR,Freehold,Condominium,,2262000.0,,,,1,0,2025-09-01,
LINCOLN SUITES,40-50,11,CCR,Freehold,Condominium,NA,,3400.0,,,0,47,2025-02-01,2026-05-01
FYVE DERBYSHIRE,60-70,11,CCR,Freehold,Apartment,2,1600000.0,4000.0,3.0,33.333,1,2,2025-11-01,2025-09-01
CENTRAL GROVE,110-120,14,RCR,99 yrs lease commencing from 1997,Condominium,3,1700000.0,4900.0,3.4588,28.912,7,20,2026-06-01,2026-05-01
THE ESTIVA,100-110,5,,,,3,,5600.0,,,0,1,,2026-01-01
SUNSHINE PLAZA,150-160,7,,,,3,,6800.0,,,0,1,,2025-10-01
BLOOMSBURY RESIDENCES,100-110,5,RCR,99 yrs lease commencing from 2024,Apartment,,2859000.0,,,,16,0,2026-05-01,
MERA EAST,80-90,14,,,,2,,3400.0,,,0,1,,2026-05-01
SENGKANG GRAND RESIDENCES,70-80,19,OCR,99 yrs lease commencing from 2018,Apartment,2,1574444.0,3900.0,2.9725,33.642,8,28,2026-05-01,2026-05-01
THE MONTANA,80-90,10,CCR,Freehold,Apartment,2,2122500.0,4700.0,2.6572,37.633,2,9,2025-10-01,2026-03-01
THE INTERLACE,230-240,4,,,,,,,,,0,0,,2025-04-01
THE FORESTA @ MOUNT FABER,120-130,4,,,,2,,5400.0,,,0,1,,2025-10-01
ANGSANA@21,130-140,14,,,,3,,4200.0,,,0,4,,2026-05-01
TWIN WATERFALLS,120-130,19,OCR,99 yrs lease commencing from 2011,Executive Condominium,3,2269444.5,3500.0,1.8507,54.034,2,1,2026-05-01,2025-09-01
CHATEAU LE FAME,110-120,10,,,,,,,,,0,0,,2025-03-01
BOULEVARD 88,120-130,10,CCR,Freehold,Apartment,2,5333100.0,10800.0,2.4301,41.15,7,11,2026-05-01,2026-05-01
ONE AMBER,140-150,15,RCR,Freehold,Condominium,4,3770000.0,7800.0,2.4828,40.278,1,3,2026-02-01,2026-05-01
VARSITY PARK CONDOMINIUM,200-210,5,OCR,99 yrs lease commencing from 2004,Condominium,3,3240000.0,8400.0,3.1111,32.143,2,2,2026-06-01,2025-11-01
THE ORIE,120-130,12,RCR,99 yrs lease commencing from 2024,Condominium,,3673000.0,,,,14,0,2026-01-01,
THE SIENA,80-90,10,,,,2,,4800.0,,,0,1,,2026-01-01
OASIS @ ELIAS,130-140,18,OCR,99 yrs lease commencing from 2008,Condominium,4,2025000.0,4750.0,2.8148,35.526,1,6,2026-02-01,2026-05-01
UNITED MANSION,100-110,15,OCR,Freehold,Apartment,3,1750000.0,4200.0,2.88,34.722,1,1,2025-10-01,2025-12-01
PARC HAVEN,230-240,12,RCR,Freehold,Apartment,,2368888.0,,,,1,0,2026-05-01,
OPTIMA @ TANAH MERAH,120-130,16,,,,3,,5000.0,,,0,3,,2026-05-01
OXFORD SUITES,80-90,8,RCR,Freehold,Apartment,NA,,4100.0,,,0,6,2025-05-01,2026-04-01
LILY TAN MANSION,80-90,8,,,,,,,,,0,0,,2025-02-01
THE LAKESHORE,80-90,22,OCR,99 yrs lease commencing from 2002,Condominium,2,1305000.0,4100.0,3.7701,26.524,8,40,2026-03-01,2026-05-01
THE ASANA,50-60,10,,,,2,,4300.0,,,0,3,,2026-04-01
VERDALE,170-180,21,,,,,,,,,0,0,,2025-07-01
MY MANHATTAN,50-60,18,OCR,99 yrs lease commencing from 2010,Condominium,1,820000.0,3250.0,4.7561,21.026,3,19,2026-06-01,2026-05-01
THE CLEARWATER,170-180,16,,,,3,,6200.0,,,0,1,,2026-04-01
LUSH ON HOLLAND HILL,110-120,10,CCR,Freehold,Condominium,2,2580000.0,5450.0,2.5349,39.45,1,2,2026-02-01,2026-05-01
GREENLANE APARTMENT,150-160,15,RCR,Freehold,Apartment,,,,,,0,0,2025-02-01,
THE CENTRIS,140-150,22,OCR,99 yrs lease commencing from 2006,Apartment,3,,5175.0,,,0,4,2025-06-01,2026-04-01
ONE TREE HILL MANSIONS,140-150,10,,,,,,,,,0,0,,2025-07-01
BIJOU,50-60,5,RCR,Freehold,Apartment,1,1249444.0,3600.0,3.4575,28.922,2,38,2025-08-01,2026-05-01
SEMBAWANG GARDENS ARCADE,90-100,27,,,,NA,,3000.0,,,0,1,,2025-09-01
THE CENTREPOINT,100-110,9,,,,2,,4300.0,,,0,5,,2026-04-01
CORALIS,40-50,15,RCR,Freehold,Condominium,NA,1012500.0,3475.0,4.1185,24.281,2,14,2026-05-01,2026-03-01
THOMSON GRAND,140-150,20,RCR,99 yrs lease commencing from 2010,Condominium,3,2615000.0,5875.0,2.696,37.092,2,2,2026-05-01,2026-05-01
BLISS RESIDENCES,80-90,14,,,,2,,3750.0,,,0,4,,2026-05-01
THE TRILINQ,140-150,5,OCR,99 yrs lease commencing from 2012,Condominium,4,2500000.0,7500.0,3.6,27.778,1,3,2025-08-01,2026-01-01
TYRWHITT 139,70-80,8,RCR,Freehold,Apartment,1,1220000.0,3500.0,3.4426,29.048,1,1,2025-08-01,2026-02-01
KATONG GARDENS,210-220,15,,,,,,,,,0,0,,2025-07-01
STARFIRE @ SOPHIA,150-160,9,,,,2,,7000.0,,,0,2,,2026-03-01
AVON PARK,220-230,13,,,,3,,6300.0,,,0,1,,2026-04-01
DORSETT RESIDENCES,140-150,2,,,,2,,6200.0,,,0,1,,2026-03-01
LENTOR HILLS RESIDENCES,80-90,26,OCR,99 yrs lease commencing from 2022,Apartment,,2180000.0,,,,1,0,2025-10-01,
ST THOMAS SUITES,160-170,9,CCR,Freehold,Condominium,3,4415000.0,10000.0,2.718,36.792,2,18,2026-01-01,2026-05-01
THE HOLLAND COLLECTION,>300,10,,,,3,,8500.0,,,0,1,,2025-11-01
PARC OASIS,130-140,22,,,,4,,5550.0,,,0,14,,2026-05-01
FORESQUE RESIDENCES,130-140,23,,,,4,,8000.0,,,0,1,,2025-08-01
HAPPY MANSION,120-130,13,,,,3,,4400.0,,,0,3,,2026-02-01
PARC STEVENS,160-170,10,CCR,Freehold,Condominium,,4275000.0,,,,1,0,2026-02-01,
SILVERSEA,130-140,15,RCR,99 yrs lease commencing from 2007,Condominium,3,3135000.0,8250.0,3.1579,31.667,2,12,2026-01-01,2026-05-01
MORI,40-50,14,,,,1,,3225.0,,,0,16,,2026-04-01
ST PATRICK'S RESIDENCES,140-150,15,,,,4,,6100.0,,,0,5,,2026-04-01
MORIMASA GARDENS,190-200,11,,,,,,,,,0,0,,2025-04-01
WARNER COURT,100-110,10,,,,2,,5175.0,,,0,2,,2026-02-01
THE LINCOLN MODERN,100-110,11,,,,2,,5200.0,,,0,1,,2025-12-01
KERRISDALE,170-180,8,RCR,99 yrs lease commencing from 1998,Condominium,,3138000.0,,,,1,0,2025-09-01,
HILL HOUSE,40-50,9,CCR,999 yrs lease commencing from 1841,Apartment,NA,1408000.0,3900.0,3.3239,30.085,7,2,2025-12-01,2026-05-01
BOTANNIA,240-250,5,OCR,956 yrs lease commencing from 1928,Condominium,,4579888.0,,,,1,0,2026-02-01,
SUITES AT BUKIT TIMAH,30-40,21,RCR,Freehold,Apartment,1,703000.0,2700.0,4.6088,21.698,2,19,2026-06-01,2026-05-01
NEW FUTURA,160-170,9,,,,3,,14400.0,,,0,10,,2026-05-01
COUNTRY GRANDEUR,130-140,20,RCR,Freehold,Condominium,3,2975000.0,5100.0,2.0571,48.611,2,7,2025-11-01,2026-04-01
FLORAVILLE,130-140,28,OCR,Freehold,Apartment,,,,,,0,0,2025-07-01,
MERAWOODS,180-190,23,OCR,999 yrs lease commencing from 1885,Condominium,,3078000.0,,,,1,0,2025-10-01,2025-06-01
D'EVELYN,110-120,11,CCR,Freehold,Apartment,3,,5300.0,,,0,1,2025-04-01,2025-08-01
BREEZE BY THE EAST,110-120,16,OCR,Freehold,Condominium,2,,4800.0,,,0,1,2025-07-01,2025-09-01
THE LEGACY,80-90,10,,,,2,,4400.0,,,0,1,,2025-12-01
CENTENNIA SUITES,160-170,9,CCR,Freehold,Condominium,3,5200000.0,11000.0,2.5385,39.394,3,10,2026-01-01,2026-05-01
NEWTON GEMS,130-140,11,,,,3,,6400.0,,,0,15,,2026-05-01
DORSETT RESIDENCES,110-120,2,,,,2,,6600.0,,,0,1,,2025-08-01
ECHELON,100-110,3,,,,,,,,,0,0,,2025-04-01
MARINA ONE RESIDENCES,140-150,1,CCR,99 yrs lease commencing from 2011,Apartment,3,3220000.0,10200.0,3.8012,26.307,7,47,2026-05-01,2026-05-01
JOOL SUITES,30-40,8,RCR,Freehold,Apartment,1,724000.0,2950.0,4.8895,20.452,1,17,2025-09-01,2026-04-01
THE MINTON,180-190,19,OCR,99 yrs lease commencing from 2007,Condominium,4,,8000.0,,,0,1,2025-05-01,2025-08-01
TELOK MANSION,140-150,15,OCR,Freehold,Apartment,,2238000.0,,,,1,0,2026-01-01,
PEPPERMINT GROVE,40-50,11,,,,NA,,3250.0,,,0,2,,2025-12-01
EASTPOINT GREEN,190-200,18,OCR,99 yrs lease commencing from 1996,Condominium,,2668888.0,,,,1,0,2026-06-01,
CANBERRA RESIDENCES,240-250,27,,,,4,,5800.0,,,0,1,,2025-08-01
THE GERANIUM,130-140,15,RCR,Freehold,Condominium,,2083888.0,,,,1,0,2025-09-01,
THE PARC CONDOMINIUM,130-140,5,OCR,Freehold,Condominium,3,2840000.0,6500.0,2.7465,36.41,4,25,2026-06-01,2026-05-01
RITZ MANSIONS,140-150,12,,,,3,,4500.0,,,0,8,,2026-05-01
WATERMARK ROBERTSON QUAY,190-200,9,,,,,,,,,0,0,,2025-04-01
KING'S MANSION,160-170,15,RCR,Freehold,Condominium,3,3815000.0,6200.0,1.9502,51.277,1,9,2026-06-01,2026-03-01
NOVA 48,100-110,12,RCR,Freehold,Apartment,3,2080000.0,5000.0,2.8846,34.667,1,1,2025-09-01,2026-04-01
SOUTH BEACH RESIDENCES,100-110,7,,,,2,,8450.0,,,0,2,,2026-03-01
BUCKLEY CLASSIQUE,>300,11,,,,4,,21000.0,,,0,2,,2026-03-01
SYMPHONY SUITES,90-100,27,OCR,99 yrs lease commencing from 2014,Condominium,4,1420000.0,4400.0,3.7183,26.894,11,13,2026-06-01,2026-05-01
HOLLAND PEAK,90-100,10,,,,2,,4275.0,,,0,2,,2026-02-01
DOVER PARKVIEW,120-130,5,RCR,99 yrs lease commencing from 1993,Condominium,2,,4200.0,,,0,5,2025-02-01,2026-05-01
EDELWEISS PARK CONDOMINIUM,110-120,17,OCR,Freehold,Condominium,3,1600000.0,4000.0,3.0,33.333,1,9,2026-05-01,2026-05-01
THE EQUATORIAL,120-130,10,,,,2,,5650.0,,,0,2,,2025-09-01
TIERRA VUE,120-130,15,,,,3,,5700.0,,,0,1,,2025-12-01
THE ELYSIA,90-100,12,RCR,999 yrs lease commencing from 1882,Apartment,,,,,,0,0,2025-05-01,
THE DEW,130-140,23,OCR,99 yrs lease commencing from 2000,Executive Condominium,,1680000.0,,,,1,0,2025-12-01,
CUSCADEN RESIDENCES,110-120,10,,,,2,,6740.0,,,0,14,,2026-05-01
THE PARK VALE,120-130,11,,,,,,,,,0,0,,2025-01-01
THE CALYPSO,100-110,16,,,,3,,4200.0,,,0,1,,2025-08-01
ONE SHENTON,160-170,1,,,,,,,,,0,0,,2025-03-01
BELLEWOODS,80-90,25,OCR,99 yrs lease commencing from 2013,Executive Condominium,3,1247500.0,4250.0,4.0882,24.461,6,2,2026-06-01,2026-04-01
SOPHIA FLATS,30-40,9,,,,1,,3050.0,,,0,2,,2026-04-01
ROBIN RESIDENCES,100-110,10,,,,3,,6500.0,,,0,2,,2026-05-01
AQUARIUS BY THE PARK,80-90,16,OCR,99 yrs lease commencing from 1996,Condominium,2,1180000.0,3625.0,3.6864,27.126,10,24,2026-05-01,2026-04-01
J GATEWAY,60-70,22,OCR,99 yrs lease commencing from 2012,Condominium,2,1496000.0,4600.0,3.6898,27.101,10,83,2026-04-01,2026-05-01
CLEMENTI PARK,210-220,21,OCR,Freehold,Condominium,,3460000.0,,,,2,0,2026-03-01,
NINETEEN SHELFORD ROAD,70-80,11,CCR,Freehold,Condominium,2,1362500.0,4150.0,3.655,27.359,2,12,2026-06-01,2026-03-01
VIBES @ KOVAN,70-80,19,,,,2,,3300.0,,,0,1,,2025-10-01
W RESIDENCES MARINA VIEW - SINGAPORE,70-80,1,CCR,99 yrs lease commencing from 2021,Apartment,,2148000.0,,,,7,0,2026-03-01,
D'SAVILLE,110-120,15,,,,3,,4650.0,,,0,1,,2026-02-01
GARDEN PARK RESIDENCES,40-50,15,,,,,,,,,0,0,,2025-04-01
ESPADA,50-60,9,CCR,Freehold,Apartment,1,,3950.0,,,0,16,2025-07-01,2026-05-01
STRATFORD COURT,110-120,16,OCR,99 yrs lease commencing from 1995,Condominium,3,,4200.0,,,0,5,2025-03-01,2026-05-01
WESTPOINT CONDOMINIUM,230-240,5,,,,4,,7539.5,,,0,2,,2026-04-01
CHANCERY ESQUIRE,90-100,11,,,,2,,4200.0,,,0,2,,2025-12-01
NATURA@HILLVIEW,110-120,23,OCR,Freehold,Apartment,,1485000.0,,,,1,0,2025-09-01,
SHERWOOD TOWER,170-180,21,RCR,99 yrs lease commencing from 1976,Apartment,,1830000.0,,,,1,0,2025-10-01,
VERSAILLES,110-120,15,,,,3,,4150.0,,,0,2,,2025-12-01
MILL POINT,120-130,10,CCR,999 yrs lease commencing from 1877,Apartment,,2600000.0,,,,1,0,2026-02-01,
URBAN EDGE @ HOLLAND V,170-180,10,CCR,Freehold,Apartment,,,,,,0,0,2025-04-01,
AVALON,210-220,10,,,,3,,8900.0,,,0,1,,2026-04-01
H2O RESIDENCES,70-80,28,OCR,99 yrs lease commencing from 2010,Condominium,2,1130000.0,3150.0,3.3451,29.894,4,6,2026-05-01,2026-05-01
THE CHAMPAGNE,180-190,14,OCR,Freehold,Apartment,,2350000.0,,,,1,0,2026-01-01,
LOYANG TOWNHOUSES,180-190,17,OCR,946 yrs lease commencing from 1938,Condominium,,,,,,0,0,2025-06-01,
THE SPRINGBLOOM,100-110,19,OCR,99 yrs lease commencing from 1995,Condominium,2,1800000.0,4400.0,2.9333,34.091,1,15,2025-09-01,2026-04-01
YEW MEI GREEN,100-110,23,OCR,99 yrs lease commencing from 1997,Executive Condominium,3,1215000.0,3800.0,3.7531,26.645,2,5,2026-05-01,2026-03-01
LAKEHOLMZ,90-100,22,OCR,99 yrs lease commencing from 2001,Condominium,2,1300000.0,4000.0,3.6923,27.083,2,6,2025-10-01,2026-05-01
D'LOTUS,70-80,12,RCR,Freehold,Apartment,2,1352500.0,3750.0,3.3272,30.056,2,7,2026-03-01,2026-05-01
SELETAR SPRINGS CONDOMINIUM,110-120,28,OCR,99 yrs lease commencing from 1997,Condominium,2,,3800.0,,,0,2,2025-07-01,2026-03-01
ONE BERNAM,60-70,2,CCR,99 yrs lease commencing from 2019,Apartment,2,1888888.0,5200.0,3.3035,30.271,1,69,2026-03-01,2026-05-01
UNION SQUARE RESIDENCES,140-150,1,RCR,99 yrs lease commencing from 2024,Apartment,,4860000.0,,,,2,0,2026-06-01,
77 @ EAST COAST,60-70,15,OCR,Freehold,Apartment,1,1334000.0,3700.0,3.3283,30.045,2,2,2026-02-01,2026-03-01
HOLLAND RESIDENCES,120-130,10,CCR,Freehold,Condominium,3,3087500.0,7200.0,2.7984,35.735,2,5,2026-06-01,2026-04-01
CITY LOFT,20-30,8,,,,1,,2450.0,,,0,1,,2026-03-01
GOODLINK PARK,190-200,27,,,,,,,,,0,0,,2025-06-01
PEAKVIEW ESTATE,110-120,16,,,,,,,,,0,0,,2025-07-01
JERVOIS REGENCY,170-180,10,,,,,,,,,0,0,,2025-02-01
PARC EMILY,90-100,9,CCR,Freehold,Condominium,2,2170000.0,5300.0,2.9309,34.119,3,11,2025-12-01,2026-04-01
SOLEIL @ SINARAN,100-110,11,CCR,99 yrs lease commencing from 2006,Condominium,2,2590000.0,7400.0,3.4286,29.167,2,20,2026-06-01,2026-05-01
PARKWOOD RESIDENCES,90-100,19,,,,3,,4500.0,,,0,1,,2026-05-01
NIN RESIDENCE,70-80,13,RCR,99 yrs lease commencing from 2010,Apartment,2,1530000.0,4100.0,3.2157,31.098,2,11,2025-09-01,2026-04-01
ONE PEARL BANK,110-120,3,RCR,99 yrs lease commencing from 2019,Apartment,3,3234440.0,7800.0,2.8939,34.556,4,6,2026-06-01,2026-05-01
HILLHAVEN,70-80,23,OCR,99 yrs lease commencing from 2023,Condominium,,,,,,0,0,2025-05-01,
JEWEL OF BALMORAL,120-130,10,CCR,Freehold,Apartment,3,3350000.0,6100.0,2.1851,45.765,1,2,2026-06-01,2026-03-01
THE SEAFRONT ON MEYER,180-190,15,RCR,Freehold,Condominium,,4120000.0,,,,1,0,2026-03-01,2025-01-01
JEWEL @ BUANGKOK,90-100,19,OCR,99 yrs lease commencing from 2012,Condominium,3,1868888.0,4400.0,2.8252,35.396,1,2,2026-02-01,2025-11-01
GEMINI APARTMENTS,110-120,15,,,,NA,,5000.0,,,0,1,,2026-02-01
THE GLADES,120-130,16,,,,4,,5400.0,,,0,2,,2026-05-01
SEA ESTA,80-90,18,OCR,99 yrs lease commencing from 2012,Condominium,3,1260000.0,3600.0,3.4286,29.167,1,6,2025-10-01,2026-02-01
NATHAN SUITES,130-140,10,,,,3,,8500.0,,,0,2,,2026-03-01
AALTO,180-190,15,RCR,Freehold,Condominium,4,5307500.0,10750.0,2.4305,41.143,2,6,2026-01-01,2026-05-01
REGENT RESIDENCES,80-90,12,RCR,Freehold,Apartment,,,,,,0,0,2025-06-01,
MARTIN MODERN,80-90,9,CCR,99 yrs lease commencing from 2016,Condominium,2,2475000.0,7405.0,3.5903,27.853,2,22,2026-04-01,2026-05-01
NEWTON 18,80-90,11,CCR,Freehold,Apartment,2,2023444.0,4500.0,2.6687,37.471,4,9,2026-06-01,2026-05-01
THE RISE @ OXLEY - RESIDENCES,100-110,9,,,,3,,6500.0,,,0,3,,2026-04-01
MELVILLE PARK,130-140,18,OCR,99 yrs lease commencing from 1992,Condominium,3,1490000.0,4450.0,3.5839,27.903,4,16,2026-02-01,2026-05-01
CASA EMERALD,180-190,14,RCR,Freehold,Apartment,,1850000.0,,,,1,0,2026-02-01,
BAGNALL HAUS,110-120,16,OCR,Freehold,Apartment,,3273000.0,,,,3,0,2026-04-01,
AUREA,160-170,7,CCR,99 yrs lease commencing from 2024,Apartment,,5684616.0,,,,1,0,2025-12-01,
WESTWOOD RESIDENCES,130-140,22,OCR,99 yrs lease commencing from 2014,Executive Condominium,5,2017500.0,7800.0,4.6394,21.554,2,1,2026-05-01,2025-08-01
WILKIE 80,80-90,9,,,,2,,4900.0,,,0,1,,2026-04-01
NON-LANDED HOUSING DEVELOPMENT,210-220,3,,,,NA,,6800.0,,,0,5,,2026-05-01
ISUITES @ PALM,110-120,19,OCR,999 yrs lease commencing from 1878,Apartment,,1560000.0,,,,1,0,2026-01-01,
D'LEEDON,270-280,10,,,,4,,13500.0,,,0,1,,2026-02-01
ORCHARD SCOTTS,80-90,9,CCR,99 yrs lease commencing from 2001,Condominium,2,2004000.0,6250.0,3.7425,26.72,2,2,2026-03-01,2025-12-01
TEMBELING COURT,70-80,15,,,,2,,3900.0,,,0,1,,2026-04-01
THE ESTA,110-120,15,,,,,,,,,0,0,,2025-07-01
GOLD LEAF MANSIONS,130-140,15,,,,NA,,5050.0,,,0,2,,2026-05-01
RIVERBAY,80-90,12,RCR,999 yrs lease commencing from 1882,Apartment,3,1536944.0,4050.0,3.1621,31.624,6,3,2026-06-01,2025-11-01
PARC ESTA,90-100,14,RCR,99 yrs lease commencing from 2018,Apartment,3,2488000.0,6400.0,3.0868,32.396,9,10,2026-04-01,2026-03-01
TURQUOISE,290-300,4,,,,,,,,,0,0,,2025-03-01
SUITES @ NEWTON,40-50,11,,,,1,,3100.0,,,0,9,,2026-05-01
HORIZON RESIDENCES,80-90,5,,,,2,,4900.0,,,0,2,,2026-01-01
ONE-NORTH RESIDENCES,100-110,5,RCR,99 yrs lease commencing from 2005,Apartment,2,1305000.0,5000.0,4.5977,21.75,4,7,2026-06-01,2026-04-01
BLOSSOM VIEW,150-160,14,RCR,Freehold,Apartment,,1660000.0,,,,1,0,2026-03-01,
TERRENE AT BUKIT TIMAH,170-180,21,,,,3,,6700.0,,,0,1,,2025-09-01
RESIDENCES @ KILLINEY,150-160,9,CCR,Freehold,Apartment,3,4200000.0,9000.0,2.5714,38.889,1,1,2025-10-01,2025-11-01
TREASURES@G6,30-40,14,RCR,Freehold,Apartment,1,,2800.0,,,0,5,2025-05-01,2026-05-01
HONOLULU TOWER,>300,10,,,,4,,17000.0,,,0,4,,2026-04-01
PICCADILLY GRAND,150-160,8,,,,5,,9750.0,,,0,2,,2026-04-01
BEVERLY HILL,>300,10,,,,NA,,16025.0,,,0,14,,2026-03-01
SURREY COURT,70-80,11,,,,2,,3500.0,,,0,1,,2026-03-01
SARKIES GREEN,120-130,10,,,,2,,5400.0,,,0,1,,2025-12-01
DUCHESS CREST,200-210,10,,,,4,,9500.0,,,0,1,,2025-10-01
NINETEEN SHELFORD ROAD,130-140,11,,,,,,,,,0,0,,2025-01-01
ST MARTIN RESIDENCE,270-280,10,,,,3,,9633.5,,,0,2,,2025-11-01
THE TERRACE,90-100,19,OCR,99 yrs lease commencing from 2013,Executive Condominium,3,1540000.0,3975.0,3.0974,32.285,4,16,2026-05-01,2026-04-01
MACKENZIE 138,50-60,9,CCR,Freehold,Apartment,,1050000.0,,,,1,0,2026-05-01,2025-07-01
THE TRUMPS,130-140,14,,,,3,,5300.0,,,0,4,,2026-04-01
RESIDENTIAL APARTMENTS,220-230,8,RCR,Freehold,Apartment,,2610000.0,,,,1,0,2026-06-01,
SUNSHINE LODGE,70-80,19,OCR,Freehold,Apartment,1,960000.0,2850.0,3.5625,28.07,1,2,2025-08-01,2025-11-01
VELA BAY,50-60,16,OCR,99 yrs lease commencing from 2025,Apartment,,1638000.0,,,,77,0,2026-05-01,
VILLA AZURA,160-170,10,,,,4,,4900.0,,,0,2,,2025-12-01
FARRER PARK SUITES,60-70,8,,,,1,,3400.0,,,0,1,,2026-05-01
GOODWOOD RESIDENCE,250-260,10,,,,4,,18200.0,,,0,1,,2025-11-01
DAKOTA RESIDENCES,90-100,14,RCR,99 yrs lease commencing from 2007,Condominium,2,2050000.0,5025.0,2.9415,33.997,2,20,2026-02-01,2026-05-01
RIVERSOUND RESIDENCE,100-110,19,OCR,99 yrs lease commencing from 2011,Condominium,4,1680000.0,4100.0,2.9286,34.146,6,3,2026-04-01,2026-04-01
RIVER PLACE,170-180,3,,,,2,,8350.0,,,0,2,,2025-10-01
SUITES 28,90-100,14,RCR,Freehold,Apartment,1,,3000.0,,,0,3,2025-07-01,2026-02-01
BOTANIC LODGE,200-210,10,,,,3,,10500.0,,,0,3,,2026-01-01
PARC VISTA,100-110,22,OCR,99 yrs lease commencing from 1995,Condominium,,1176944.0,,,,4,0,2026-05-01,
NEU AT NOVENA,120-130,11,CCR,Freehold,Apartment,,,,,,0,0,2025-03-01,2025-06-01
THE BEACON,90-100,2,RCR,99 yrs lease commencing from 2004,Apartment,,1810000.0,,,,1,0,2026-05-01,
BELMOND GREEN,230-240,10,,,,,,,,,0,0,,2025-02-01
THE FORESTA @ MOUNT FABER,140-150,4,,,,3,,6000.0,,,0,1,,2025-08-01
TWIN WATERFALLS,140-150,19,OCR,99 yrs lease commencing from 2011,Executive Condominium,3,1964444.0,4200.0,2.5656,38.977,2,1,2025-11-01,2026-02-01
SAPPHIRE 99,140-150,9,,,,3,,7000.0,,,0,1,,2026-04-01
KALLANG RIVERSIDE,100-110,12,RCR,Freehold,Apartment,3,2680000.0,6250.0,2.7985,35.733,1,9,2025-11-01,2026-05-01
