prospect_id,audience_segment,market,primary_device,sessions_in_journey,touch_pattern,engaged_sessions,unique_channels,first_touch_channel,lead_touch_channel,last_touch_channel,lead_flag,enrollment_equivalent_flag,days_to_lead,days_to_enrollment,transaction_revenue,journey_path
MKG-00668,Promo Responders,Regional Market,Mobile,2,Two-touch,1,2,Email,Referral,Referral,1,1,1.0,1.0,128.0,Email > Referral
MKG-00669,Brand Returners,National Market,Desktop,2,Two-touch,1,2,Organic Search,,Direct,0,0,,,0.0,Organic Search > Direct
MKG-00670,Cross-Border Shoppers,International Market,Mobile,1,Single-touch,0,1,Referral,,Referral,0,0,,,0.0,Referral
MKG-00671,Research-Heavy Browsers,Core Market,Tablet,3,Three-touch,1,3,Organic Search,Direct,Direct,1,1,4.0,4.0,128.13,Organic Search > Referral > Direct
MKG-00672,Cross-Border Shoppers,International Market,Mobile,2,Two-touch,1,2,Referral,,Email,0,0,,,0.0,Referral > Email
MKG-00673,Cross-Border Shoppers,International Market,Tablet,5,Four-plus,2,4,Referral,Email,Direct,1,1,7.0,9.0,153.18,Referral > Paid Social > Email > Email > Direct
MKG-00674,Research-Heavy Browsers,National Market,Mobile,4,Four-plus,0,3,Referral,Organic Search,Paid Social,1,1,12.0,16.0,96.1,Referral > Organic Search > Organic Search > Paid Social
MKG-00675,Research-Heavy Browsers,Core Market,Desktop,2,Two-touch,1,2,Paid Social,,Direct,0,0,,,0.0,Paid Social > Direct
MKG-00676,Research-Heavy Browsers,Regional Market,Mobile,2,Two-touch,1,2,Organic Search,,Email,0,0,,,0.0,Organic Search > Email
MKG-00677,Brand Returners,National Market,Desktop,2,Two-touch,2,2,Referral,Referral,Direct,1,1,0.0,1.0,139.54,Referral > Direct
MKG-00678,Cross-Border Shoppers,International Market,Mobile,5,Four-plus,4,3,Email,Email,Direct,1,1,0.0,11.0,125.1,Email > Direct > Email > Organic Search > Direct
MKG-00679,Promo Responders,Regional Market,Desktop,2,Two-touch,1,2,Referral,Direct,Direct,1,0,2.0,,0.0,Referral > Direct
MKG-00680,Research-Heavy Browsers,National Market,Mobile,3,Three-touch,3,3,Paid Social,Paid Search,Paid Search,1,1,13.0,13.0,151.69,Paid Social > Email > Paid Search
MKG-00681,Promo Responders,Regional Market,Mobile,4,Four-plus,1,4,Referral,Paid Search,Paid Search,1,1,15.0,15.0,141.18,Referral > Direct > Organic Search > Paid Search
MKG-00682,Promo Responders,Regional Market,Desktop,3,Three-touch,2,3,Organic Search,Organic Search,Paid Social,1,1,0.0,12.0,119.87,Organic Search > Paid Search > Paid Social
MKG-00683,Promo Responders,Regional Market,Desktop,1,Single-touch,0,1,Paid Search,,Paid Search,0,0,,,0.0,Paid Search
MKG-00684,Research-Heavy Browsers,National Market,Desktop,1,Single-touch,0,1,Direct,,Direct,0,0,,,0.0,Direct
MKG-00685,Cross-Border Shoppers,International Market,Mobile,3,Three-touch,2,3,Paid Social,Paid Social,Organic Search,1,0,0.0,,0.0,Paid Social > Paid Search > Organic Search
MKG-00686,Research-Heavy Browsers,Regional Market,Mobile,2,Two-touch,0,1,Paid Social,Paid Social,Paid Social,1,0,0.0,,0.0,Paid Social > Paid Social
MKG-00687,Research-Heavy Browsers,Regional Market,Mobile,4,Four-plus,1,4,Organic Search,,Email,0,0,,,0.0,Organic Search > Paid Search > Direct > Email
MKG-00688,Promo Responders,National Market,Mobile,5,Four-plus,4,2,Email,Email,Email,1,1,0.0,16.0,128.94,Email > Direct > Email > Email > Email
MKG-00689,Promo Responders,National Market,Mobile,2,Two-touch,1,2,Paid Search,,Paid Social,0,0,,,0.0,Paid Search > Paid Social
MKG-00690,Research-Heavy Browsers,Regional Market,Desktop,2,Two-touch,2,1,Organic Search,Organic Search,Organic Search,1,1,0.0,6.0,109.73,Organic Search > Organic Search
MKG-00691,Brand Returners,National Market,Mobile,1,Single-touch,1,1,Email,Email,Email,1,0,0.0,,0.0,Email
MKG-00692,Research-Heavy Browsers,Regional Market,Mobile,3,Three-touch,2,2,Referral,,Referral,0,0,,,0.0,Referral > Email > Referral
MKG-00693,Research-Heavy Browsers,National Market,Mobile,2,Two-touch,1,2,Paid Search,Direct,Direct,1,0,1.0,,0.0,Paid Search > Direct
MKG-00694,Research-Heavy Browsers,Regional Market,Tablet,1,Single-touch,1,1,Paid Search,Paid Search,Paid Search,1,0,0.0,,0.0,Paid Search
MKG-00695,Brand Returners,National Market,Desktop,3,Three-touch,1,2,Email,,Direct,0,0,,,0.0,Email > Email > Direct
MKG-00696,Promo Responders,National Market,Desktop,4,Four-plus,3,3,Organic Search,,Paid Search,0,0,,,0.0,Organic Search > Organic Search > Paid Social > Paid Search
MKG-00697,Promo Responders,National Market,Mobile,3,Three-touch,2,3,Direct,Direct,Referral,1,1,0.0,7.0,100.56,Direct > Paid Search > Referral
MKG-00698,Cross-Border Shoppers,International Market,Desktop,2,Two-touch,1,2,Referral,,Direct,0,0,,,0.0,Referral > Direct
MKG-00699,Research-Heavy Browsers,Regional Market,Desktop,1,Single-touch,0,1,Paid Search,,Paid Search,0,0,,,0.0,Paid Search
MKG-00700,Research-Heavy Browsers,National Market,Mobile,5,Four-plus,4,4,Organic Search,Organic Search,Organic Search,1,1,0.0,14.0,144.92,Organic Search > Email > Referral > Direct > Organic Search
MKG-00701,Brand Returners,National Market,Desktop,4,Four-plus,3,2,Direct,,Direct,0,0,,,0.0,Direct > Email > Email > Direct
MKG-00702,Cross-Border Shoppers,International Market,Desktop,2,Two-touch,2,1,Paid Social,,Paid Social,0,0,,,0.0,Paid Social > Paid Social
MKG-00703,Promo Responders,National Market,Mobile,2,Two-touch,2,1,Email,,Email,0,0,,,0.0,Email > Email
MKG-00704,Research-Heavy Browsers,National Market,Mobile,1,Single-touch,1,1,Paid Social,Paid Social,Paid Social,1,0,0.0,,0.0,Paid Social
MKG-00705,Cross-Border Shoppers,International Market,Desktop,1,Single-touch,0,1,Paid Social,,Paid Social,0,0,,,0.0,Paid Social
MKG-00706,Brand Returners,National Market,Desktop,2,Two-touch,1,2,Paid Search,Paid Search,Email,1,1,0.0,6.0,133.02,Paid Search > Email
MKG-00707,Promo Responders,National Market,Desktop,2,Two-touch,1,2,Direct,Paid Search,Paid Search,1,1,3.0,3.0,120.51,Direct > Paid Search
MKG-00708,Promo Responders,Regional Market,Desktop,4,Four-plus,3,3,Direct,,Email,0,0,,,0.0,Direct > Direct > Organic Search > Email
MKG-00709,Brand Returners,National Market,Mobile,1,Single-touch,0,1,Direct,,Direct,0,0,,,0.0,Direct
MKG-00710,Cross-Border Shoppers,International Market,Mobile,2,Two-touch,1,2,Paid Search,,Email,0,0,,,0.0,Paid Search > Email
MKG-00711,Research-Heavy Browsers,Regional Market,Tablet,3,Three-touch,2,3,Paid Social,Referral,Paid Search,1,0,2.0,,0.0,Paid Social > Referral > Paid Search
MKG-00712,Research-Heavy Browsers,Core Market,Mobile,1,Single-touch,0,1,Direct,,Direct,0,0,,,0.0,Direct
MKG-00713,Cross-Border Shoppers,International Market,Mobile,2,Two-touch,0,2,Direct,Direct,Paid Search,1,0,0.0,,0.0,Direct > Paid Search
MKG-00714,Research-Heavy Browsers,Core Market,Mobile,5,Four-plus,2,3,Organic Search,Direct,Direct,1,1,25.0,25.0,116.74,Organic Search > Email > Direct > Direct > Direct
MKG-00715,Research-Heavy Browsers,Regional Market,Desktop,1,Single-touch,1,1,Organic Search,,Organic Search,0,0,,,0.0,Organic Search
MKG-00716,Research-Heavy Browsers,Regional Market,Mobile,1,Single-touch,0,1,Direct,,Direct,0,0,,,0.0,Direct
MKG-00717,Promo Responders,National Market,Mobile,1,Single-touch,1,1,Direct,,Direct,0,0,,,0.0,Direct
MKG-00718,Brand Returners,Regional Market,Tablet,2,Two-touch,1,2,Referral,,Paid Social,0,0,,,0.0,Referral > Paid Social
MKG-00719,Promo Responders,National Market,Mobile,4,Four-plus,1,2,Paid Search,,Paid Search,0,0,,,0.0,Paid Search > Email > Paid Search > Paid Search
MKG-00720,Cross-Border Shoppers,International Market,Mobile,2,Two-touch,0,2,Organic Search,,Email,0,0,,,0.0,Organic Search > Email
MKG-00721,Research-Heavy Browsers,Regional Market,Mobile,3,Three-touch,3,1,Paid Search,Paid Search,Paid Search,1,0,3.0,,0.0,Paid Search > Paid Search > Paid Search
MKG-00722,Research-Heavy Browsers,National Market,Mobile,2,Two-touch,1,2,Organic Search,,Paid Search,0,0,,,0.0,Organic Search > Paid Search
MKG-00723,Brand Returners,Core Market,Desktop,5,Four-plus,3,3,Paid Search,Email,Paid Search,1,1,1.0,13.0,181.0,Paid Search > Email > Organic Search > Email > Paid Search
MKG-00724,Brand Returners,Core Market,Desktop,3,Three-touch,3,2,Organic Search,Organic Search,Direct,1,1,0.0,8.0,156.39,Organic Search > Direct > Direct
MKG-00725,Research-Heavy Browsers,Core Market,Mobile,3,Three-touch,2,3,Organic Search,Organic Search,Paid Search,1,1,0.0,7.0,128.01,Organic Search > Direct > Paid Search
MKG-00726,Research-Heavy Browsers,National Market,Mobile,3,Three-touch,3,2,Organic Search,Direct,Organic Search,1,1,5.0,10.0,105.65,Organic Search > Direct > Organic Search
MKG-00727,Brand Returners,National Market,Mobile,2,Two-touch,0,2,Paid Social,,Paid Search,0,0,,,0.0,Paid Social > Paid Search
MKG-00728,Brand Returners,National Market,Desktop,3,Three-touch,2,2,Direct,,Direct,0,0,,,0.0,Direct > Email > Direct
MKG-00729,Research-Heavy Browsers,Regional Market,Desktop,2,Two-touch,1,1,Email,Email,Email,1,1,0.0,1.0,146.77,Email > Email
MKG-00730,Research-Heavy Browsers,Regional Market,Mobile,5,Four-plus,2,2,Email,Email,Direct,1,1,0.0,10.0,132.19,Email > Direct > Email > Email > Direct
MKG-00731,Research-Heavy Browsers,Core Market,Tablet,2,Two-touch,1,2,Paid Social,,Email,0,0,,,0.0,Paid Social > Email
MKG-00732,Research-Heavy Browsers,Core Market,Desktop,2,Two-touch,1,1,Email,Email,Email,1,1,5.0,5.0,126.18,Email > Email
MKG-00733,Promo Responders,Regional Market,Mobile,2,Two-touch,1,2,Email,,Direct,0,0,,,0.0,Email > Direct
MKG-00734,Research-Heavy Browsers,Core Market,Desktop,2,Two-touch,2,2,Paid Social,Paid Search,Paid Search,1,0,6.0,,0.0,Paid Social > Paid Search
MKG-00735,Promo Responders,National Market,Desktop,1,Single-touch,0,1,Referral,,Referral,0,0,,,0.0,Referral
MKG-00736,Research-Heavy Browsers,Core Market,Mobile,5,Four-plus,3,3,Email,Email,Email,1,0,0.0,,0.0,Email > Direct > Paid Search > Direct > Email
MKG-00737,Promo Responders,Core Market,Desktop,4,Four-plus,3,2,Organic Search,Email,Organic Search,1,1,10.0,13.0,169.46,Organic Search > Email > Email > Organic Search
MKG-00738,Brand Returners,National Market,Mobile,1,Single-touch,1,1,Paid Search,,Paid Search,0,0,,,0.0,Paid Search
MKG-00739,Research-Heavy Browsers,Regional Market,Desktop,3,Three-touch,2,2,Paid Social,Paid Social,Referral,1,0,0.0,,0.0,Paid Social > Referral > Referral
MKG-00740,Cross-Border Shoppers,International Market,Mobile,2,Two-touch,2,2,Paid Social,Direct,Direct,1,0,3.0,,0.0,Paid Social > Direct
MKG-00741,Brand Returners,National Market,Mobile,3,Three-touch,1,3,Direct,Direct,Organic Search,1,1,0.0,5.0,106.7,Direct > Paid Search > Organic Search
MKG-00742,Research-Heavy Browsers,National Market,Mobile,4,Four-plus,4,2,Email,,Direct,0,0,,,0.0,Email > Email > Direct > Direct
MKG-00743,Cross-Border Shoppers,International Market,Mobile,3,Three-touch,1,3,Paid Search,Email,Direct,1,1,6.0,12.0,118.84,Paid Search > Email > Direct
MKG-00744,Cross-Border Shoppers,International Market,Desktop,3,Three-touch,3,2,Paid Search,,Paid Search,0,0,,,0.0,Paid Search > Direct > Paid Search
MKG-00745,Brand Returners,Core Market,Mobile,2,Two-touch,1,2,Paid Search,,Paid Social,0,0,,,0.0,Paid Search > Paid Social
MKG-00746,Promo Responders,National Market,Desktop,3,Three-touch,1,3,Organic Search,Direct,Email,1,0,9.0,,0.0,Organic Search > Direct > Email
MKG-00747,Promo Responders,National Market,Desktop,3,Three-touch,2,3,Direct,,Email,0,0,,,0.0,Direct > Paid Search > Email
MKG-00748,Research-Heavy Browsers,Regional Market,Mobile,2,Two-touch,1,2,Email,,Direct,0,0,,,0.0,Email > Direct
MKG-00749,Research-Heavy Browsers,Regional Market,Mobile,2,Two-touch,2,2,Direct,Email,Email,1,1,8.0,8.0,142.55,Direct > Email
MKG-00750,Research-Heavy Browsers,National Market,Mobile,3,Three-touch,2,3,Organic Search,,Email,0,0,,,0.0,Organic Search > Paid Search > Email
MKG-00751,Brand Returners,Regional Market,Mobile,1,Single-touch,1,1,Direct,,Direct,0,0,,,0.0,Direct
MKG-00752,Promo Responders,Regional Market,Desktop,1,Single-touch,0,1,Email,,Email,0,0,,,0.0,Email
MKG-00753,Promo Responders,National Market,Desktop,3,Three-touch,2,3,Referral,,Organic Search,0,0,,,0.0,Referral > Direct > Organic Search
MKG-00754,Brand Returners,National Market,Desktop,3,Three-touch,2,2,Email,Email,Email,1,1,0.0,12.0,124.51,Email > Paid Search > Email
MKG-00755,Research-Heavy Browsers,Regional Market,Mobile,2,Two-touch,0,2,Paid Social,,Email,0,0,,,0.0,Paid Social > Email
MKG-00756,Research-Heavy Browsers,Core Market,Tablet,4,Four-plus,4,2,Paid Social,Paid Search,Paid Search,1,1,13.0,13.0,144.62,Paid Social > Paid Search > Paid Search > Paid Search
MKG-00757,Brand Returners,National Market,Desktop,1,Single-touch,1,1,Organic Search,,Organic Search,0,0,,,0.0,Organic Search
MKG-00758,Brand Returners,National Market,Desktop,3,Three-touch,3,2,Organic Search,Organic Search,Organic Search,1,1,0.0,11.0,130.23,Organic Search > Referral > Organic Search
MKG-00759,Research-Heavy Browsers,Core Market,Mobile,1,Single-touch,0,1,Paid Social,,Paid Social,0,0,,,0.0,Paid Social
MKG-00760,Research-Heavy Browsers,Core Market,Mobile,3,Three-touch,2,3,Paid Social,,Paid Search,0,0,,,0.0,Paid Social > Referral > Paid Search
MKG-00761,Research-Heavy Browsers,National Market,Mobile,2,Two-touch,2,2,Email,,Organic Search,0,0,,,0.0,Email > Organic Search
MKG-00762,Research-Heavy Browsers,Regional Market,Desktop,3,Three-touch,2,3,Email,Paid Search,Direct,1,0,2.0,,0.0,Email > Paid Search > Direct
MKG-00763,Research-Heavy Browsers,Core Market,Mobile,4,Four-plus,3,4,Direct,,Paid Search,0,0,,,0.0,Direct > Email > Referral > Paid Search
MKG-00764,Brand Returners,Regional Market,Mobile,4,Four-plus,3,2,Paid Search,Paid Search,Email,1,0,0.0,,0.0,Paid Search > Paid Search > Paid Search > Email
MKG-00765,Research-Heavy Browsers,Regional Market,Mobile,4,Four-plus,2,3,Direct,Referral,Organic Search,1,1,6.0,9.0,136.34,Direct > Direct > Referral > Organic Search
MKG-00766,Brand Returners,Regional Market,Mobile,1,Single-touch,1,1,Direct,,Direct,0,0,,,0.0,Direct
MKG-00767,Research-Heavy Browsers,Regional Market,Tablet,3,Three-touch,0,3,Email,,Organic Search,0,0,,,0.0,Email > Paid Search > Organic Search
MKG-00768,Promo Responders,Regional Market,Tablet,4,Four-plus,1,4,Email,Paid Search,Paid Social,1,1,3.0,5.0,121.55,Email > Organic Search > Paid Search > Paid Social
MKG-00769,Research-Heavy Browsers,Core Market,Mobile,3,Three-touch,2,3,Organic Search,,Referral,0,0,,,0.0,Organic Search > Direct > Referral
MKG-00770,Research-Heavy Browsers,Core Market,Desktop,2,Two-touch,1,2,Paid Social,,Organic Search,0,0,,,0.0,Paid Social > Organic Search
MKG-00771,Research-Heavy Browsers,National Market,Mobile,3,Three-touch,2,3,Direct,,Email,0,0,,,0.0,Direct > Paid Search > Email
MKG-00772,Research-Heavy Browsers,Core Market,Mobile,1,Single-touch,1,1,Direct,Direct,Direct,1,0,0.0,,0.0,Direct
MKG-00773,Research-Heavy Browsers,Regional Market,Desktop,4,Four-plus,4,4,Paid Social,Paid Social,Direct,1,1,0.0,13.0,155.48,Paid Social > Email > Organic Search > Direct
MKG-00774,Research-Heavy Browsers,Regional Market,Mobile,2,Two-touch,2,2,Paid Search,Paid Search,Email,1,0,0.0,,0.0,Paid Search > Email
MKG-00775,Research-Heavy Browsers,Core Market,Desktop,3,Three-touch,1,3,Paid Social,,Referral,0,0,,,0.0,Paid Social > Paid Search > Referral
MKG-00776,Cross-Border Shoppers,International Market,Desktop,4,Four-plus,2,4,Email,,Organic Search,0,0,,,0.0,Email > Direct > Paid Search > Organic Search
MKG-00777,Brand Returners,National Market,Desktop,2,Two-touch,2,1,Paid Search,,Paid Search,0,0,,,0.0,Paid Search > Paid Search
MKG-00778,Research-Heavy Browsers,Regional Market,Mobile,4,Four-plus,3,4,Referral,Referral,Organic Search,1,1,0.0,16.0,108.32,Referral > Email > Direct > Organic Search
MKG-00779,Research-Heavy Browsers,Regional Market,Desktop,3,Three-touch,2,3,Paid Social,Organic Search,Direct,1,0,6.0,,0.0,Paid Social > Organic Search > Direct
MKG-00780,Research-Heavy Browsers,Core Market,Desktop,1,Single-touch,1,1,Email,,Email,0,0,,,0.0,Email
MKG-00781,Brand Returners,Regional Market,Desktop,5,Four-plus,5,4,Email,Referral,Organic Search,1,1,12.0,15.0,187.85,Email > Direct > Referral > Organic Search > Organic Search
MKG-00782,Brand Returners,National Market,Mobile,4,Four-plus,4,2,Organic Search,Organic Search,Direct,1,1,0.0,10.0,145.33,Organic Search > Organic Search > Direct > Direct
MKG-00783,Promo Responders,National Market,Desktop,2,Two-touch,2,2,Email,,Paid Social,0,0,,,0.0,Email > Paid Social
MKG-00784,Promo Responders,National Market,Desktop,1,Single-touch,1,1,Paid Social,Paid Social,Paid Social,1,0,0.0,,0.0,Paid Social
MKG-00785,Promo Responders,Regional Market,Desktop,2,Two-touch,0,2,Paid Search,Paid Search,Referral,1,1,0.0,2.0,112.07,Paid Search > Referral
MKG-00786,Cross-Border Shoppers,National Market,Mobile,3,Three-touch,2,3,Organic Search,,Paid Social,0,0,,,0.0,Organic Search > Email > Paid Social
MKG-00787,Promo Responders,National Market,Mobile,3,Three-touch,2,3,Referral,,Email,0,0,,,0.0,Referral > Organic Search > Email
MKG-00788,Cross-Border Shoppers,International Market,Mobile,4,Four-plus,1,3,Organic Search,,Paid Search,0,0,,,0.0,Organic Search > Email > Paid Search > Paid Search
MKG-00789,Cross-Border Shoppers,International Market,Mobile,3,Three-touch,3,3,Organic Search,,Direct,0,0,,,0.0,Organic Search > Email > Direct
MKG-00790,Promo Responders,National Market,Desktop,5,Four-plus,3,3,Email,Paid Social,Email,1,1,17.0,29.0,144.81,Email > Paid Social > Paid Social > Direct > Email
MKG-00791,Research-Heavy Browsers,Core Market,Tablet,2,Two-touch,1,2,Direct,,Paid Social,0,0,,,0.0,Direct > Paid Social
MKG-00792,Brand Returners,Core Market,Mobile,1,Single-touch,1,1,Email,,Email,0,0,,,0.0,Email
MKG-00793,Research-Heavy Browsers,Regional Market,Desktop,2,Two-touch,0,2,Paid Social,,Email,0,0,,,0.0,Paid Social > Email
MKG-00794,Promo Responders,Regional Market,Desktop,5,Four-plus,5,3,Paid Social,Paid Social,Paid Social,1,0,0.0,,0.0,Paid Social > Direct > Paid Social > Paid Search > Paid Social
MKG-00795,Promo Responders,National Market,Mobile,1,Single-touch,1,1,Email,Email,Email,1,1,0.0,0.0,115.25,Email
MKG-00796,Research-Heavy Browsers,National Market,Mobile,5,Four-plus,3,3,Paid Search,Direct,Direct,1,0,7.0,,0.0,Paid Search > Paid Search > Direct > Email > Direct
MKG-00797,Promo Responders,National Market,Mobile,4,Four-plus,2,3,Organic Search,,Email,0,0,,,0.0,Organic Search > Referral > Organic Search > Email
MKG-00798,Research-Heavy Browsers,Regional Market,Desktop,5,Four-plus,3,4,Paid Social,Paid Social,Email,1,1,0.0,23.0,184.81,Paid Social > Paid Search > Email > Direct > Email
MKG-00799,Research-Heavy Browsers,Core Market,Desktop,2,Two-touch,0,2,Paid Social,Paid Social,Email,1,1,0.0,1.0,108.62,Paid Social > Email
MKG-00800,Promo Responders,National Market,Desktop,3,Three-touch,2,2,Email,,Direct,0,0,,,0.0,Email > Direct > Direct
MKG-00801,Cross-Border Shoppers,International Market,Mobile,1,Single-touch,1,1,Organic Search,,Organic Search,0,0,,,0.0,Organic Search
MKG-00802,Brand Returners,Regional Market,Mobile,1,Single-touch,1,1,Paid Search,Paid Search,Paid Search,1,1,0.0,0.0,107.85,Paid Search
MKG-00803,Brand Returners,National Market,Desktop,2,Two-touch,1,1,Direct,Direct,Direct,1,1,0.0,1.0,133.77,Direct > Direct
MKG-00804,Brand Returners,National Market,Desktop,2,Two-touch,1,2,Paid Search,Paid Search,Email,1,1,0.0,6.0,110.34,Paid Search > Email
MKG-00805,Brand Returners,National Market,Desktop,4,Four-plus,4,3,Organic Search,Organic Search,Referral,1,1,2.0,5.0,150.05,Organic Search > Organic Search > Paid Search > Referral
MKG-00806,Promo Responders,National Market,Mobile,4,Four-plus,3,3,Paid Search,,Referral,0,0,,,0.0,Paid Search > Paid Social > Paid Social > Referral
MKG-00807,Research-Heavy Browsers,Regional Market,Desktop,2,Two-touch,1,2,Email,,Direct,0,0,,,0.0,Email > Direct
MKG-00808,Brand Returners,National Market,Tablet,3,Three-touch,1,3,Paid Search,,Email,0,0,,,0.0,Paid Search > Paid Social > Email
MKG-00809,Research-Heavy Browsers,Regional Market,Desktop,3,Three-touch,2,2,Email,Email,Email,1,0,0.0,,0.0,Email > Paid Search > Email
